Rank,Release Group,Worldwide,year,Domestic %,Foreign %,Domestic (in $),Foreign (in $)
1688,The Battleship Island,46183383,2017,0.023925423566307388,0.9760745764336927,1104957,45078426
1689,Eddie the Eagle,46152800,2016,0.342111182853478,0.657888817146522,15789389,30363411
1690,Napoleon Dynamite,46118097,2004,0.9658021231882139,0.03419787681178606,44540956,1577141
1691,Into the Blue,46117696,2005,0.4076793862382024,0.5923206137617977,18801234,27316462
1692,The World's End,46089287,2013,0.5642276696534707,0.43577233034652935,26004851,20084436
1693,The Hunted,46061847,2003,0.7434373398009854,0.2565626601990146,34244097,11817750
1694,Let's Get Married,45972724,2015,0.010069405502271303,0.9899305944977287,462918,45509806
1695,Eight Legged Freaks,45867333,2002,0.37766760932012333,0.6223323906798767,17322606,28544727
1696,Avatar 2010 Special Edition,45823494,2010,0.23441001683546872,0.7655899831645313,10741486,35082008
1697,Somewhere Only We Know,45737711,2015,0.010545805407708313,0.9894541945922917,482341,45255370
1698,Chasing the Dragon II: Wild Wild Bunch,45733356,2019,0.004299575128490461,0.9957004248715096,196634,45536722
1699,"McFarland, USA",45710059,2015,0.9731426949153577,0.026857305084642312,44482410,1227649
1700,Earth to Echo,45681062,2014,0.8523191076424624,0.14768089235753756,38934842,6746220
1701,That Awkward Moment,45640143,2014,0.5711847791537376,0.42881522084626245,26068955,19571188
1702,The Debt,45636368,2011,0.6831732972264576,0.31682670277354236,31177548,14458820
1703,Hero,45565534,2015,0.0019460981188105905,0.9980539018811894,88675,45476859
1704,Machete,45491656,2010,0.5845829397813085,0.4154170602186915,26593646,18898010
1705,Queen of the Damned,45479110,2002,0.6670491133181806,0.33295088668181944,30336800,15142310
1706,Wei ai zhi jian ru jia jing,45386560,2014,0.005987102789900799,0.9940128972100992,271734,45114826
1707,Good Boy,45312217,2003,0.8312933794433408,0.16870662055665914,37667746,7644471
1708,Blair Witch,45173154,2016,0.4599426686035693,0.5400573313964308,20777061,24396093
1709,Flatliners,45158254,2017,0.3738655396198445,0.6261344603801555,16883115,28275139
1710,Deuce Bigalow: European Gigolo,45109561,2005,0.49657220117925777,0.5034277988207423,22400154,22709407
1711,Monster's Ball,44909486,2001,0.6963767521186949,0.30362324788130507,31273922,13635564
1712,Grudge Match,44907260,2013,0.6637514735924659,0.3362485264075341,29807260,15100000
1713,Child's Play,44902237,2019,0.6504888164035124,0.34951118359648764,29208403,15693834
1714,Still Alice,44779195,2015,0.41881885103115407,0.5811811489688459,18754371,26024824
1715,The Man from Nowhere,44723232,2010,0.011809857570222116,0.9881901424297779,528175,44195057
1716,Hellboy,44664690,2019,0.4904041201226293,0.5095958798773706,21903748,22760942
1717,Uptown Girls,44617342,2003,0.8333641658886807,0.16663583411131933,37182494,7434848
1718,The Gift,44567606,2000,0.2694477688570483,0.7305522311429516,12008642,32558964
1719,Mother!,44516999,2017,0.3998473482006278,0.6001526517993722,17800004,26716995
1720,Recess: School's Out,44460850,2001,0.8255834290167642,0.17441657098323582,36706141,7754709
1721,Oculus,44446287,2014,0.6231172021185931,0.37688279788140683,27695246,16751041
1722,A Man Apart,44350926,2003,0.6028306601760693,0.3971693398239306,26736098,17614828
1723,Dark Water 2005 Re-release,44347079,2005,0.5744087902610227,0.4255912097389774,25473352,18873727
1724,House at the End of the Street,44287131,2012,0.7137946235442526,0.2862053764557474,31611916,12675215
1725,Hardball,44102389,2001,0.912030615847137,0.08796938415286301,40222729,3879660
1726,Winchester,44019588,2018,0.5700147852360635,0.4299852147639365,25091816,18927772
1727,Wind River,43980821,2017,0.7685363354176585,0.23146366458234147,33800859,10179962
1728,Max,43967255,2015,0.9701823550276223,0.029817644972377738,42656255,1311000
1729,Timeline,43935763,2003,0.4434187930228957,0.5565812069771042,19481943,24453820
1730,The Transporter,43928932,2002,0.5758493514023969,0.42415064859760304,25296447,18632485
1731,Battle of Memories,43892362,2017,0.01354568250393998,0.98645431749606,594552,43297810
1732,Of Gods and Men,43803417,2010,0.09021204898238874,0.9097879510176112,3951596,39851821
1733,Café Society,43763247,2016,0.25371072215002693,0.746289277849973,11103205,32660042
1734,Richard Jewell,43745542,2019,0.5108072955182497,0.4891927044817504,22345542,21400000
1735,The Duff,43709744,2015,0.7785527867653491,0.22144721323465083,34030343,9679401
1736,The Sea Inside,43685449,2004,0.04818361830274424,0.9518163816972558,2104923,41580526
1737,Boy,43551154,2010,0.005882989920313018,0.994117010079687,256211,43294943
1738,League of Gods,43498766,2016,0.004175589716728976,0.9958244102832711,181633,43317133
1739,The Master of Disguise,43411001,2002,0.9303815408449116,0.06961845915508837,40388794,3022207
1740,In the Bedroom,43368779,2001,0.8284900988335411,0.17150990116645895,35930604,7438175
1741,Orange County,43325009,2002,0.94809023582661,0.051909764173390015,41076018,2248991
1742,Harriet,43282155,2019,0.9953791579924798,0.004620842007520189,43082155,200000
1743,Beastly,43202283,2011,0.6450022791619601,0.35499772083804,27865571,15336712
1744,The Snowman,43155261,2017,0.1552541878961177,0.8447458121038823,6700035,36455226
1745,Annihilation,43070915,2018,0.7599629819798349,0.2400370180201651,32732301,10338614
1746,See Spot Run,43057552,2001,0.7747183583497733,0.22528164165022665,33357476,9700076
1747,When in Rome,43053376,2010,0.7590724824924299,0.24092751750757013,32680633,10372743
1748,Gifted,43046590,2017,0.5761481223019059,0.42385187769809407,24801212,18245378
1749,The Possession of Hannah Grace,43016528,2018,0.3449237465190124,0.6550762534809876,14837422,28179106
1750,Legend,42972994,2015,0.04358537364187378,0.9564146263581262,1872994,41100000
1751,The Gallows,42964410,2015,0.5298434215668271,0.47015657843317293,22764410,20200000
1752,A Lot Like Love,42886719,2005,0.5093819137808141,0.49061808621918596,21845719,21041000
1753,Basic,42792561,2003,0.6261207643076094,0.37387923569239057,26793311,15999250
1754,Shaolin Soccer,42776760,2001,0.01144546711812676,0.9885545328818732,489600,42287160
1755,Shaolin,42741494,2011,0.001546483143523247,0.9984535168564768,66099,42675395
1756,Almost Christmas,42580920,2016,0.9900861700498721,0.009913829950127897,42158780,422140
1757,Oliver Twist,42580321,2005,0.04885639542266485,0.9511436045773352,2080321,40500000
1758,Love the Coopers,42426912,2015,0.6199539339558816,0.3800460660441184,26302731,16124181
1759,8 Women,42426583,2002,0.0730385475540182,0.9269614524459818,3098776,39327807
1760,My Name Is Khan,42345360,2010,0.09490463654105195,0.905095363458948,4018771,38326589
1761,Loving Vincent,42187665,2017,0.15964661708582353,0.8403533829141765,6735118,35452547
1762,Long Day's Journey Into Night,42140994,2018,0.01237191984602926,0.9876280801539707,521365,41619629
1763,Jobs,42128352,2013,0.3829110144161348,0.6170889855838653,16131410,25996942
1764,Judy,42077304,2019,0.5778385421271287,0.42216145787287135,24313888,17763416
1765,Going the Distance,42059111,2010,0.4233161038520286,0.5766838961479713,17804299,24254812
1766,Bang Bang,42045981,2014,0.060556846087144456,0.9394431539128556,2546172,39499809
1767,The Sisterhood of the Traveling Pants,42013878,2005,0.9295276432230322,0.07047235677696784,39053061,2960817
1768,Mary and the Witch's Flower,41978431,2017,0.05761063342267366,0.9423893665773263,2418404,39560027
1769,"As Above, So Below",41898409,2014,0.5088761246280259,0.49112387537197416,21321100,20577309
1770,Call Me by Your Name,41887595,2017,0.4320062061333433,0.5679937938666567,18095701,23791894
1771,The Guilt Trip,41863726,2012,0.8870260377683534,0.11297396223164656,37134215,4729511
1772,Wimbledon,41682237,2004,0.4078747740914193,0.5921252259085806,17001133,24681104
1773,T2 Trainspotting,41681746,2017,0.05762724047116452,0.9423727595288355,2402004,39279742
1774,Overlord,41657844,2018,0.5210265802522089,0.47897341974779106,21704844,19953000
1775,Born to Be Wild,41644475,2011,0.6238175892480335,0.3761824107519665,25978556,15665919
1776,Undercover Brother,41604473,2002,0.9395607054078056,0.06043929459219445,39089928,2514545
1777,Safe,41564670,2012,0.4124194899177595,0.5875805100822405,17142080,24422590
1778,The Great Battle,41509280,2018,0.0113749503725432,0.9886250496274568,472166,41037114
1779,The Lady in the Van,41387687,2015,0.24212938017048405,0.757870619829516,10021175,31366512
1780,Shark Night 3D,41363927,2011,0.45636752525938845,0.5436324747406115,18877153,22486774
1781,Ricki and the Flash,41325328,2015,0.6490485447568619,0.35095145524313803,26822144,14503184
1782,Pinocchio,41314585,2002,0.08896904083630515,0.9110309591636948,3675719,37638866
1783,This Is Where I Leave You,41296320,2014,0.8304933708378858,0.1695066291621142,34296320,7000000
1784,The Darkest Minds,41142379,2018,0.30857940908084097,0.6914205909191591,12695691,28446688
1785,50/50,41097853,2011,0.8519713183070659,0.14802868169293418,35014192,6083661
1786,Fist Fight,41087017,2017,0.7833865622320549,0.21661343776794503,32187017,8900000
1787,Whale Rider,41062976,2003,0.5060438386151067,0.4939561613848933,20779666,20283310
1788,Dredd,41037742,2012,0.32688723468264896,0.6731127653173511,13414714,27623028
1789,Fright Night,41002607,2011,0.4463766657568871,0.5536233342431128,18302607,22700000
1790,Twisted,40954603,2004,0.6152812175959806,0.3847187824040194,25198598,15756005
1791,Drive Angry,40909909,2011,0.262064454848824,0.737935545151176,10721033,30188876
1792,Underwater,40882928,2020,0.4229412824834855,0.5770587175165145,17291078,23591850
1793,Where the Heart Is,40863718,2000,0.8264749184105078,0.17352508158949217,33772838,7090880
1794,Fighting with My Family,40810036,2019,0.562579410613605,0.43742058938639505,22958886,17851150
1795,30 Minutes or Less,40662632,2011,0.9112524737700206,0.0887475262299794,37053924,3608708
1796,The Circle,40656399,2017,0.504172639588666,0.495827360411334,20497844,20158555
1797,The Roommate,40492652,2011,0.9211547813662587,0.07884521863374125,37300000,3192652
1798,Holmes & Watson,40466970,2018,0.7555205146320567,0.24447948536794328,30573626,9893344
1799,Serenity,40445129,2005,0.6308427647739732,0.36915723522602684,25514517,14930612
1800,Bless the Child,40443010,2000,0.7264912774790996,0.2735087225209004,29381494,11061516
1801,The Ringer,40442443,2005,0.8760270738342884,0.12397292616571161,35428675,5013768
1802,The Witch,40423945,2016,0.6218765882449128,0.37812341175508724,25138705,15285240
1803,The Art of War,40400425,2000,0.7477297330411747,0.2522702669588253,30208599,10191826
1804,Bad Education,40350837,2004,0.12916316952731366,0.8708368304726863,5211842,35138995
1805,Magnificent Desolation: Walking on the Moon 3D,40339402,2005,0.8462575622712504,0.15374243772874968,34137524,6201878
1806,Carol,40272135,2015,0.3156398586764769,0.6843601413235231,12711491,27560644
1807,Crimson Rivers 2: Angels of the Apocalypse,40152148,2004,0.0037892866902164237,0.9962107133097836,152148,40000000
1808,Diary of a Wimpy Kid: The Long Haul,40140972,2017,0.5166472799911273,0.48335272000887275,20738724,19402248
1809,The Wild Life,40075446,2016,0.19976286726790266,0.8002371327320974,8005586,32069860
1810,Northern Limit Line,40034677,2015,0.008440357842777151,0.9915596421572228,337907,39696770
1811,Dancer in the Dark,40031879,2000,0.10451760208407904,0.895482397915921,4184036,35847843
1812,Dream House,39984400,2011,0.532766278848751,0.467233721151249,21302340,18682060
1813,Black Knight,39976235,2001,0.8361710651340728,0.16382893486592723,33426971,6549264
1814,Brotherhood of Blades 2,39966092,2017,0.0003554012736596813,0.9996445987263404,14204,39951888
1815,Monte Carlo,39782683,2011,0.5828357277964384,0.41716427220356156,23186769,16595914
1816,Memento,39723096,2001,0.6430734150228371,0.3569265849771629,25544867,14178229
1817,The Forest,39712000,2016,0.6696782080983078,0.3303217919016922,26594261,13117739
1818,The November Man,39661919,2014,0.6307843803523475,0.3692156196476524,25018119,14643800
1819,Down with Love,39468111,2003,0.5144723293192319,0.4855276706807681,20305251,19162860
1820,The Legend of Bagger Vance,39459427,2000,0.7835686007300613,0.2164313992699387,30919168,8540259
1821,Don Jon,39439355,2013,0.6206415901071405,0.37935840989285957,24477704,14961651
1822,Crocodile Dundee in Los Angeles,39438674,2001,0.6500137910316153,0.34998620896838467,25635682,13802992
1823,Sin City: A Dame to Kill For,39407616,2014,0.3491153588179503,0.6508846411820497,13757804,25649812
1824,The Gambler,39280992,2014,0.8574374089126874,0.14256259108731267,33680992,5600000
1825,Dumb and Dumberer: When Harry Met Lloyd,39267515,2003,0.6691654666713694,0.33083453332863055,26276465,12991050
1826,Mars Needs Moms,39233678,2011,0.5452651673391417,0.45473483266085835,21392758,17840920
1827,Absolutely Fabulous: The Movie,39219109,2016,0.12167933238870877,0.8783206676112912,4772155,34446954
1828,Samba,39178695,2014,0.0038676632797493638,0.9961323367202506,151530,39027165
1829,Show Dogs,39156854,2018,0.4560381689499366,0.5439618310500635,17857020,21299834
1830,Women Who Flirt,39156132,2014,0.009589685722787941,0.990410314277212,375495,38780637
1831,Haunted Castle,39093166,2001,0.3492082478047442,0.6507917521952559,13651656,25441510
1832,Believer,39047153,2018,0.009364037372968011,0.990635962627032,365639,38681514
1833,The Life of David Gale,38955598,2003,0.512265220521066,0.48773477947893396,19955598,19000000
1834,The Spy Gone North,38844509,2018,0.012892504317663018,0.987107495682337,500803,38343706
1835,Criminal,38803993,2015,0.3790510940459143,0.6209489059540857,14708696,24095297
1836,Clockstoppers,38793283,2002,0.9535144524891075,0.046485547510892546,36989956,1803327
1837,Dreamer: Inspired by a True Story,38741732,2005,0.8453698714347618,0.15463012856523814,32751093,5990639
1838,Someone Like You,38689940,2001,0.7067229103999645,0.29327708960003557,27343067,11346873
1839,On the Basis of Sex,38673750,2018,0.6366769966708685,0.36332300332913153,24622687,14051063
1840,"Crouching Tiger, Hidden Dragon: Sword of Destiny",38659039,2016,0.0,1.0,0,38659039
1841,Head of State,38620484,2003,0.987176830823767,0.012823169176233006,38125247,495237
1842,The Best of Me,38609668,2014,0.6932515710831805,0.30674842891681947,26766213,11843455
1843,Urban Legends: Final Cut,38574362,2000,0.5565563728571843,0.44344362714281577,21468807,17105555
1844,Million Dollar Arm,38483455,2014,0.9473584687237672,0.05264153127623286,36457627,2025828
1845,What's the Worst That Could Happen?,38464131,2001,0.8389591331206728,0.16104086687932714,32269834,6194297
1846,Chernobyl Diaries,38390020,2012,0.4719882927906784,0.5280117072093216,18119640,20270380
1847,The Missing,38364277,2003,0.7040711336746943,0.2959288663253057,27011180,11353097
1848,Boruto: Naruto the Movie,38362448,2015,0.023972688082887723,0.9760273119171122,919651,37442797
1849,The Lazarus Effect,38356892,2015,0.6726710287162996,0.3273289712837005,25801570,12555322
1850,Van Wilder: Party Liaison,38275483,2002,0.5566293964206801,0.44337060357931996,21305259,16970224
1851,Don't Be Afraid of the Dark,38269529,2011,0.6283506128335157,0.3716493871664843,24046682,14222847
1852,The Original Kings of Comedy,38182790,2000,1.0,0.0,38182790,0
1853,The Water Diviner,38176317,2014,0.10992786444014492,0.8900721355598551,4196641,33979676
1854,Jumping the Broom,38158601,2011,0.9773784421499101,0.022621557850089943,37295394,863207
1855,One for the Money,38080789,2011,0.6936444252770078,0.30635557472299224,26414527,11666262
1856,The Producers,38075318,2005,0.5094778722530958,0.4905221277469042,19398532,18676786
1857,The Banger Sisters,38068353,2002,0.7961315268879638,0.20386847311203612,30307416,7760937
1858,But Always,38039248,2014,0.011324093473141214,0.9886759065268588,430760,37608488
1859,Overcomer,38026103,2019,0.9137656046426845,0.08623439535731547,34746945,3279158
1860,The Eagle,37989684,2011,0.5130350913158425,0.48696490868415754,19490041,18499643
1861,For Colored Girls,37981984,2010,0.9933577456090761,0.0066422543909238655,37729698,252286
1862,Killing Them Softly,37930465,2012,0.39614742397700636,0.6038525760229937,15026056,22904409
1863,Hell or High Water,37879877,2016,0.7129865812394269,0.28701341876057307,27007844,10872033
1864,Bulletproof Monk,37713879,2003,0.6193663611213261,0.3806336388786738,23358708,14355171
1865,The Handmaiden,37692886,2016,0.05324049742436809,0.9467595025756319,2006788,35686098
1866,Casanova,37691644,2005,0.2999180136584119,0.700081986341588,11304403,26387241
1867,The Prince and Me,37666766,2004,0.7480466201956387,0.2519533798043612,28176497,9490269
1868,Halloween: Resurrection,37664855,2002,0.8059089036716058,0.1940910963283942,30354442,7310413
1869,Pokémon the Movie: I Choose You!,37552144,2017,0.06395698738266449,0.9360430126173355,2401722,35150422
1870,A Walk in the Woods,37461274,2015,0.7875941699153104,0.21240583008468958,29504281,7956993
1871,Snowden,37357216,2016,0.5778674460109662,0.4221325539890339,21587519,15769697
1872,The Majestic,37317558,2001,0.7451523489291555,0.25484765107084445,27807266,9510292
1873,Home Again,37270721,2017,0.7249734718037786,0.27502652819622136,27020284,10250437
1874,Beauty Shop,37245453,2005,0.9759943045933688,0.024005695406631247,36351350,894103
1875,"Like Father, Like Son",37170163,2013,0.009002274216553745,0.9909977257834462,334616,36835547
1876,Pain and Glory,37137074,2019,0.12298594121874007,0.8770140587812599,4567338,32569736
1877,Till The End Of The World,37013733,2018,0.003205837141582018,0.9967941628584179,118660,36895073
1878,Devil's Due,36921560,2014,0.42851550692874296,0.571484493071257,15821461,21100099
1879,Ex Machina,36869414,2015,0.6900830590906598,0.3099169409093402,25442958,11426456
1880,The Adventurers,36796816,2017,0.0058851831093211975,0.9941148168906788,216556,36580260
1881,Titan A.E.,36754634,2000,0.6190627826684385,0.3809372173315615,22753426,14001208
1882,Valentine,36684136,2001,0.5556662422143457,0.44433375778565426,20384136,16300000
1883,Joy Ride,36642838,2001,0.5997057051094132,0.4002942948905868,21974919,14667919
1884,Return to Me,36609995,2000,0.8938214277275919,0.10617857227240812,32722798,3887197
1885,Burnt,36606743,2015,0.3729352813496683,0.6270647186503318,13651946,22954797
1886,The Intruder,36599361,2019,0.9677524697767265,0.03224753022327357,35419122,1180239
1887,The Priests,36577134,2015,0.005060347265042691,0.9949396527349573,185093,36392041
1888,Furry Vengeance,36288132,2010,0.48584658477322556,0.5141534152267744,17630465,18657667
1889,A Most Wanted Man,36233517,2014,0.4757433566275115,0.5242566433724886,17237855,18995662
1890,A Very Harold & Kumar 3D Christmas,36192775,2011,0.9687301125708101,0.031269887429189944,35061031,1131744
1891,Nothing to Lose,36075317,2018,0.028168512005036575,0.9718314879949634,1016188,35059129
1892,Kundo: Age of the Rampant,35941291,2014,0.00781713711953196,0.9921828628804681,280958,35660333
1893,Ra.One,35911689,2011,0.06994070927713815,0.9300592907228619,2511689,33400000
1894,Mia and the White Lion,35906887,2018,0.011125191665877356,0.9888748083341227,399471,35507416
1895,You Will Meet a Tall Dark Stranger,35867322,2010,0.09056282484652743,0.9094371751534726,3248246,32619076
1896,Garden State,35825316,2004,0.747580733132961,0.2524192668670389,26782316,9043000
1897,Conquest 1453,35797045,2012,0.0009981270800425008,0.9990018729199575,35730,35761315
1898,Riding in Cars with Boys,35743308,2001,0.8439491946296632,0.15605080537033675,30165536,5577772
1899,Tad the Lost Explorer and the Secret of King Midas,35704046,2017,0.00016451916962016014,0.9998354808303799,5874,35698172
1900,Hostiles,35669017,2017,0.835994835517895,0.164005164482105,29819114,5849903
1901,Faster,35626958,2010,0.6523155864163311,0.34768441358366886,23240020,12386938
1902,Good Deeds,35579177,2012,0.9844463518647438,0.015553648135256191,35025791,553386
1903,My Dog Skip,35547761,2000,0.9602472853353549,0.039752714664645125,34134641,1413120
1904,Jersey Girl,35492921,2004,0.7119210334928477,0.28807896650715226,25268157,10224764
1905,Arbitrage,35485056,2012,0.22318054112694652,0.7768194588730535,7919574,27565482
1906,Original Sin,35402320,2001,0.46703778170470184,0.5329622182952981,16534221,18868099
1907,Room,35401758,2015,0.4146024047732319,0.5853975952267682,14677654,20724104
1908,Namiya,35351623,2017,0.0020031329254670996,0.997996867074533,70814,35280809
1909,Assault on Precinct 13,35294470,2005,0.5678196896000989,0.4321803103999012,20040895,15253575
1910,Eye in the Sky,35259653,2016,0.5304815393390286,0.46951846066097136,18704595,16555058
1911,Courageous,35185884,2011,0.9811383735591239,0.01886162644087612,34522221,663663
1912,The Girl in the Spider's Web,35164920,2018,0.42204953118050603,0.577950468819494,14841338,20323582
1913,The Adventures of Rocky & Bullwinkle,35134820,2000,0.7401722849298786,0.2598277150701213,26005820,9129000
1914,Alfie,35060882,2004,0.3821869626668262,0.6178130373331737,13399812,21661070
1915,My Week with Marilyn,35057696,2011,0.4164662446727817,0.5835337553272183,14600347,20457349
1916,Flight of the Phoenix,35021497,2004,0.5998938309233326,0.4001061690766674,21009180,14012317
1917,When Marnie Was There,34949567,2014,0.016054133088401354,0.9839458669115987,561085,34388482
1918,The Sitter,34942188,2011,0.8711911801287315,0.12880881987126852,30441326,4500862
1919,The Hate U Give,34934009,2018,0.8507321046376326,0.14926789536236737,29719483,5214526
1920,Lost and Love,34930177,2015,0.005405555202311171,0.9945944447976889,188817,34741360
1921,Secret in Their Eyes,34854990,2015,0.578974631752871,0.42102536824712905,20180155,14674835
1922,Chimpanzee,34823764,2012,0.8319825507661952,0.16801744923380482,28972764,5851000
1923,Kidnap,34814102,2017,0.8896119164584513,0.11038808354154876,30971040,3843062
1924,The Life Aquatic with Steve Zissou,34808403,2004,0.6900748362399735,0.30992516376002655,24020403,10788000
1925,Broken City,34737199,2013,0.5671488941868917,0.4328511058131083,19701164,15036035
1926,Endless Love,34718173,2014,0.6751003285800782,0.32489967141992177,23438250,11279923
1927,Jane Eyre,34710627,2011,0.3238967708650149,0.6761032291349851,11242660,23467967
1928,The Kids Are All Right,34705850,2010,0.5996500589958177,0.4003499410041823,20811365,13894485
1929,Malibu's Most Wanted,34622504,2003,0.9945034882514563,0.005496511748543664,34432201,190303
1930,Alex Cross,34618867,2012,0.7478122262060165,0.2521877737939835,25888412,8730455
1931,Salmon Fishing in the Yemen,34564651,2012,0.2617697774526929,0.7382302225473071,9047981,25516670
1932,Haywire,34513760,2012,0.548836058430029,0.4511639415699709,18942396,15571364
1933,Steve Jobs,34441873,2015,0.515844710303647,0.484155289696353,17766658,16675215
1934,Swimfan,34411240,2002,0.8301065291457094,0.16989347085429063,28564995,5846245
1935,The Medallion,34268701,2003,0.648381507078427,0.35161849292157293,22219192,12049509
1936,American Psycho,34266564,2000,0.43979562701413544,0.5602043729858646,15070285,19196279
1937,Wild Safari - A South African Adventure,34257135,2005,0.48519906874874386,0.5148009312512561,16621530,17635605
1938,Bad News Bears,34252847,2005,0.95958006060051,0.040419939399489915,32868349,1384498
1939,Victor Frankenstein,34227298,2015,0.16872719546836562,0.8312728045316343,5775076,28452222
1940,The House,34184504,2017,0.748424022767743,0.25157597723225705,25584504,8600000
1941,Cirque du Soleil: Worlds Away,34153101,2012,0.36637557450493297,0.633624425495067,12512862,21640239
1942,Bad Guys: The Movie,34024386,2019,0.004907421400638942,0.9950925785993611,166972,33857414
1943,Darkness,33988736,2002,0.6520819720980504,0.34791802790194964,22163442,11825294
1944,Dungeons & Dragons,33978694,2000,0.45298886413939277,0.5470111358606072,15391970,18586724
1945,The Fighting Temptations,33972062,2003,0.8904594899185101,0.1095405100814899,30250745,3721317
1946,The Witness,33963557,2015,0.012309164202088727,0.9876908357979113,418063,33545494
1947,Hotel Rwanda,33882243,2004,0.6944903854210597,0.3055096145789404,23530892,10351351
1948,The Good Liar,33856058,2019,0.5067352495674482,0.49326475043255186,17156058,16700000
1949,Jay and Silent Bob Strike Back,33788161,2001,0.890404985343831,0.10959501465616907,30085147,3703014
1950,The Art of Racing in the Rain,33766787,2019,0.7817042823766442,0.21829571762335576,26395642,7371145
1951,I Want to Eat Your Pancreas,33748006,2017,0.008208455338072419,0.9917915446619275,277019,33470987
1952,Nobody's Fool,33705333,2018,0.9408929441521909,0.05910705584780901,31713110,1992223
1953,The Skin I Live In,33678406,2011,0.09459509455405936,0.9054049054459407,3185812,30492594
1954,Y Tu Mamá También,33616692,2001,0.411690061592021,0.588309938407979,13839658,19777034
1955,Because of Winn-Dixie,33589427,2005,0.9719439989256143,0.0280560010743857,32647042,942385
1956,Friday After Next,33526835,2002,0.9918505280919001,0.008149471908099885,33253609,273226
1957,Red Planet,33463969,2000,0.5223794583362182,0.4776205416637817,17480890,15983079
1958,2016: Obama's America,33449086,2012,1.0,0.0,33449086,0
1959,Get on Up,33448971,2014,0.9179086555457865,0.08209134445421355,30703100,2745871
1960,Wonder Boys,33426588,2000,0.5801835652505125,0.41981643474948743,19393557,14033031
1961,The Perks of Being a Wallflower,33384127,2012,0.5314785676438386,0.46852143235616134,17742948,15641179
1962,The Cave,33296457,2005,0.450738377359489,0.5492616226405109,15007991,18288466
1963,Perfect Strangers,33262366,2017,0.03050014541960124,0.9694998545803988,1014507,32247859
1964,Confessions of a Teenage Drama Queen,33251890,2004,0.8820872437626853,0.11791275623731463,29331068,3920822
1965,Project Almanac,33213241,2015,0.6728714310054836,0.32712856899451637,22348241,10865000
1966,Bharat,33185983,2019,0.08954229259986062,0.9104577074001394,2971549,30214434
1967,Baaghi 2,33139063,2018,0.039819442088631175,0.9601805579113688,1319579,31819484
1968,The Crocodile Hunter: Collision Course,33082548,2002,0.8597455673607728,0.14025443263922718,28442574,4639974
1969,Girl with a Pearl Earring,33030115,2003,0.3533433353168767,0.6466566646831232,11670971,21359144
1970,Confessions of a Dangerous Mind,33013805,2002,0.4848795223695057,0.5151204776304943,16007718,17006087
1971,Lockout,32948113,2012,0.43483109336185655,0.5651689066381435,14326864,18621249
1972,Inside Llewyn Davis,32935319,2013,0.40185792644060925,0.5981420735593908,13235319,19700000
1973,Sleepless,32917353,2017,0.6313905009312262,0.3686094990687738,20783704,12133649
1974,Brightburn,32893421,2019,0.5259543846169117,0.4740456153830883,17300439,15592982
1975,Adaptation.,32801173,2002,0.6859059583021619,0.31409404169783806,22498520,10302653
1976,Katy Perry: Part of Me,32726956,2012,0.7738596586862524,0.2261403413137476,25326071,7400885
1977,Leap Year,32686500,2010,0.7929548896333348,0.20704511036666515,25918920,6767580
1978,Mud,32613173,2013,0.6620050738393348,0.3379949261606652,21590086,11023087
1979,Cry Wolf,32586408,2005,0.30833941562383926,0.6916605843761607,10047674,22538734
1980,The Musketeer,32533802,2001,0.832169569360507,0.16783043063949304,27073640,5460162
1981,The Hurricane Heist,32517248,2018,0.18807941557661953,0.8119205844233804,6115825,26401423
1982,UglyDolls,32450241,2019,0.6209581309426947,0.3790418690573053,20150241,12300000
1983,Movie 43,32438988,2012,0.2725255485775327,0.7274744514224674,8840453,23598535
1984,Stuber,32390945,2019,0.6906390659488323,0.3093609340511677,22370452,10020493
1985,Kevin Hart: Let Me Explain,32318051,2013,0.997710257960791,0.002289742039208986,32244051,74000
1986,Potiche,32309881,2010,0.050103681904616115,0.9498963180953839,1618844,30691037
1987,Hart's War,32287044,2002,0.5908760492289106,0.4091239507710895,19077641,13209403
1988,Seven Psychopaths,32226382,2012,0.4662034044032619,0.5337965955967381,15024049,17202333
1989,Reindeer Games,32168970,2000,0.7264452358903627,0.2735547641096373,23368995,8799975
1990,The Kid Who Would Be King,32140970,2019,0.5224108046521309,0.4775891953478691,16790790,15350180
1991,You Again,32054369,2010,0.8018268274131367,0.1981731725868633,25702053,6352316
1992,Dilwale,31994323,2015,0.15225397955756087,0.8477460204424391,4871263,27123060
1993,Suffragette,31972096,2015,0.1470788777814254,0.8529211222185746,4702420,27269676
1994,Bad Times at the El Royale,31882724,2018,0.5595229253309724,0.44047707466902764,17839115,14043609
1995,Self/less,31807156,2015,0.38606692783221486,0.6139330721677851,12279691,19527465
1996,Blood Work,31794718,2002,0.825139603376888,0.17486039662311206,26235081,5559637
1997,Spring Breakers,31724284,2013,0.44521994570468476,0.5547800542953152,14124284,17600000
1998,Hunter Killer,31672678,2018,0.49782528651350544,0.5021747134864946,15767460,15905218
1999,Rent,31670620,2005,0.918123705819463,0.08187629418053705,29077547,2593073
2000,New World,31670607,2013,0.014455232891494628,0.9855447671085054,457806,31212801
2001,Ae Dil Hai Mushkil,31668920,2016,0.1346740905594507,0.8653259094405493,4264983,27403937
2002,Super Troopers 2,31626386,2018,0.9680965760678442,0.03190342393215589,30617396,1008990
2003,Double Take,31603059,2001,0.9439460591457302,0.05605394085426983,29831583,1771476
